sweeps,beta,magnetisation,seed
0,0.25,1,21
1,0.25,0.75125,21
2,0.25,0.56625,21
3,0.25,0.42,21
4,0.25,0.31625,21
5,0.25,0.2,21
6,0.25,0.1125,21
7,0.25,0.105,21
8,0.25,0.055,21
9,0.25,0.03125,21
10,0.25,0.01,21
11,0.25,0.05125,21
12,0.25,0.105,21
13,0.25,0.0375,21
14,0.25,0.015,21
15,0.25,0.03625,21
16,0.25,0.08,21
17,0.25,0.04125,21
18,0.25,0.03125,21
19,0.25,0.01875,21
20,0.25,-0.02625,21
