sweeps,beta,magnetisation,seed
0,0.25,1,92
1,0.25,0.71875,92
2,0.25,0.56625,92
3,0.25,0.47125,92
4,0.25,0.38875,92
5,0.25,0.3,92
6,0.25,0.22125,92
7,0.25,0.20125,92
8,0.25,0.12625,92
9,0.25,0.0625,92
10,0.25,0.035,92
11,0.25,0.04375,92
12,0.25,-0.0625,92
13,0.25,-0.03375,92
14,0.25,-0.055,92
15,0.25,-0.03,92
16,0.25,0.01,92
17,0.25,0.015,92
18,0.25,-0.03,92
19,0.25,-0.07875,92
20,0.25,-0.06,92
