sweeps,beta,magnetisation,seed
0,0.25,1,79
1,0.25,0.75375,79
2,0.25,0.5275,79
3,0.25,0.44125,79
4,0.25,0.2925,79
5,0.25,0.20875,79
6,0.25,0.11875,79
7,0.25,0.09375,79
8,0.25,0.07125,79
9,0.25,0.04625,79
10,0.25,0.08875,79
11,0.25,0.0825,79
12,0.25,0.02875,79
13,0.25,0.0175,79
14,0.25,0.02375,79
15,0.25,-0.03,79
16,0.25,-0.0325,79
17,0.25,-0.0225,79
18,0.25,-0.0225,79
19,0.25,-0.01625,79
20,0.25,-0.0125,79
