sweeps,beta,magnetisation,seed
0,0.25,1,59
1,0.25,0.765,59
2,0.25,0.63375,59
3,0.25,0.48,59
4,0.25,0.31375,59
5,0.25,0.27375,59
6,0.25,0.1575,59
7,0.25,0.12125,59
8,0.25,0.02375,59
9,0.25,0.09625,59
10,0.25,0.06125,59
11,0.25,0.0675,59
12,0.25,0.0275,59
13,0.25,0.08625,59
14,0.25,0.08,59
15,0.25,0.11375,59
16,0.25,0.115,59
17,0.25,0.075,59
18,0.25,0.07375,59
19,0.25,0.05,59
20,0.25,0.0325,59
