sweeps,beta,magnetisation,seed
0,0.25,1,83
1,0.25,0.75375,83
2,0.25,0.5475,83
3,0.25,0.44375,83
4,0.25,0.33125,83
5,0.25,0.2325,83
6,0.25,0.145,83
7,0.25,0.14375,83
8,0.25,0.0425,83
9,0.25,0.01125,83
10,0.25,0.05625,83
11,0.25,-0.03125,83
12,0.25,-0.0575,83
13,0.25,-0.10125,83
14,0.25,-0.1025,83
15,0.25,-0.0625,83
16,0.25,-0.01625,83
17,0.25,-0.05875,83
18,0.25,-0.06,83
19,0.25,-0.015,83
20,0.25,-0.01875,83
