sweeps,beta,magnetisation,seed
0,0.25,1,53
1,0.25,0.71875,53
2,0.25,0.565,53
3,0.25,0.43875,53
4,0.25,0.35625,53
5,0.25,0.24875,53
6,0.25,0.2225,53
7,0.25,0.19625,53
8,0.25,0.20375,53
9,0.25,0.1675,53
10,0.25,0.13875,53
11,0.25,0.12125,53
12,0.25,0.0475,53
13,0.25,-0.0075,53
14,0.25,0.00875,53
15,0.25,0.01375,53
16,0.25,0.03625,53
17,0.25,0.06875,53
18,0.25,0.1125,53
19,0.25,0.04125,53
20,0.25,0.0075,53
