sweeps,beta,magnetisation,seed
0,0.25,-1,77
1,0.25,-0.7475,77
2,0.25,-0.56,77
3,0.25,-0.44,77
4,0.25,-0.38,77
5,0.25,-0.29125,77
6,0.25,-0.20875,77
7,0.25,-0.11375,77
8,0.25,-0.07375,77
9,0.25,-0.0575,77
10,0.25,-0.02375,77
