sweeps,beta,magnetisation,seed
0,0.25,1,54
1,0.25,0.7025,54
2,0.25,0.54625,54
3,0.25,0.39375,54
4,0.25,0.30625,54
5,0.25,0.255,54
6,0.25,0.1725,54
7,0.25,0.135,54
8,0.25,0.09875,54
9,0.25,0.11125,54
10,0.25,0.06375,54
11,0.25,0.07,54
12,0.25,0.035,54
13,0.25,0.04625,54
14,0.25,0.04,54
15,0.25,-0.03875,54
16,0.25,-0.02875,54
17,0.25,0.00375,54
18,0.25,-0.02625,54
19,0.25,-0.015,54
20,0.25,0.01375,54
