sweeps,beta,magnetisation,seed
0,0.25,-1,22
1,0.25,-0.775,22
2,0.25,-0.575,22
3,0.25,-0.425,22
4,0.25,-0.31875,22
5,0.25,-0.325,22
6,0.25,-0.19,22
7,0.25,-0.10875,22
8,0.25,-0.0525,22
9,0.25,-0.04,22
10,0.25,-0.04125,22
