sweeps,beta,magnetisation,seed
0,0.25,-1,62
1,0.25,-0.7875,62
2,0.25,-0.59375,62
3,0.25,-0.4525,62
4,0.25,-0.27875,62
5,0.25,-0.19375,62
6,0.25,-0.17875,62
7,0.25,-0.15625,62
8,0.25,-0.1275,62
9,0.25,-0.055,62
10,0.25,-0.03875,62
