sweeps,beta,magnetisation,seed
0,0.25,-1,34
1,0.25,-0.715,34
2,0.25,-0.585,34
3,0.25,-0.41,34
4,0.25,-0.32125,34
5,0.25,-0.19625,34
6,0.25,-0.1825,34
7,0.25,-0.165,34
8,0.25,-0.09,34
9,0.25,-0.035,34
10,0.25,-0.02375,34
