sweeps,beta,magnetisation,seed
0,0.25,1,55
1,0.25,0.77375,55
2,0.25,0.575,55
3,0.25,0.44375,55
4,0.25,0.32625,55
5,0.25,0.32125,55
6,0.25,0.25125,55
7,0.25,0.2225,55
8,0.25,0.16625,55
9,0.25,0.14625,55
10,0.25,0.12375,55
11,0.25,0.09625,55
12,0.25,-0.01125,55
13,0.25,0.0575,55
14,0.25,0.02125,55
15,0.25,0.01125,55
16,0.25,0.01875,55
17,0.25,-0.02125,55
18,0.25,-0.0225,55
19,0.25,-0.015,55
20,0.25,-0.0025,55
